ID,Category
00232,1
00233,1
00234,1
00235,1
00236,1
00237,1
00238,1
00239,1
00240,1
00241,1
00242,1
00243,1
00244,1
00245,1
00246,1
00247,1
00248,1
00249,1
00250,1
00251,1
00252,1
00253,1
00254,1
00255,1
00256,1
00257,1
00258,1
00259,1
00260,1
00261,1
00262,1
00263,1
00264,1
00265,1
00266,2
00267,2
00268,2
00269,2
00270,2
00271,2
00272,2
00273,2
00274,2
00275,2
00276,2
00277,2
00278,2
00279,2
00280,2
00281,2
00282,2
00283,2
00284,2
00285,2
00286,2
00287,2
00288,2
00289,2
00290,2
00291,2
00292,2
00293,2
00294,2
00295,2
00296,2
00297,2
00298,2
00299,2
00300,2
00301,2
00302,2
00303,2
00304,2
00305,2
00306,2
00307,2
00308,2
00309,2
00310,2
00311,2
00312,2
00313,2
00314,2
00315,2
00316,2
00317,2
00318,2
00319,2
00320,2
00321,2
00322,2
00323,2
00324,2
00325,2
00326,2
00327,2
00328,2
00329,2
00330,2
00331,2
00332,2
00333,2
00334,2
00335,2
00336,2
00337,2
00338,2
00339,2
00340,2
00341,2
00342,2
00343,2
00344,2
00345,2
00346,2
00347,2
00348,2
00349,2
00350,2
00351,2
00352,2
00353,2
00354,2
00355,2
00356,2
00357,2
00358,2
00359,2
00360,2
00361,2
00362,2
00363,2
00364,2
00365,2
00366,2
00367,2
00368,2
00369,2
00370,2
00371,2
00372,2
00373,2
00374,2
00375,2
00376,2
00377,2
00378,2
00379,2
00380,2
00381,2
00382,2
00383,2
00384,2
00385,2
00386,2
00387,2
00388,2
00389,2
00390,2
00391,2
00392,2
00393,2
00394,2
00395,2
00396,2
00397,2
00398,2
00399,2
00400,2
00401,2
00402,2
00403,2
00404,2
00405,2
00406,2
00407,2
00408,2
00409,2
00410,2
00411,2
00412,2
00413,2
00414,2
00415,2
00416,2
00417,2
00418,2
00419,2
00420,2
00421,2
00422,2
00423,2
00424,2
00425,2
00426,2
00427,2
00428,2
00429,2
00430,2
00431,2
00432,2
00433,2
00434,2
00435,2
00436,2
00437,2
00438,2
00439,2
00440,2
00441,2
00442,2
00443,2
00444,2
00445,2
00446,3
00447,3
00448,3
00449,3
00450,3
00451,3
00452,3
00453,3
00454,3
00455,3
00456,3
00457,3
00458,3
00459,3
00460,3
00461,3
00462,3
00463,3
00464,3
00465,3
00466,3
00467,3
00468,3
00469,3
00470,3
00471,3
00472,3
00473,3
00474,3
00475,3
00476,3
00477,3
00478,3
00479,3
00480,3
00481,3
00482,3
00483,3
00484,3
00485,3
00486,3
00487,3
00488,3
00489,3
00490,3
00491,3
00492,3
00493,3
00494,3
00495,3
00496,3
00497,3
00498,3
00499,3
00500,3
00501,3
00502,3
00503,3
00504,3
00505,3
00506,3
00507,3
00508,3
00509,3
00510,3
00511,3
00512,3
00513,3
00514,3
00515,3
00516,3
00517,3
00518,3
00519,3
00520,3
00521,3
00522,3
00523,3
00524,3
00525,3
00526,3
00527,3
00528,3
00529,3
00530,3
00531,3
00532,3
00533,3
00534,3
00535,3
00536,3
00537,3
00538,3
00539,3
00540,3
00541,3
00542,3
00543,3
00544,3
00545,3
00546,3
00547,3
00548,3
00549,3
00550,3
00551,3
00552,3
00553,3
00554,3
00555,3
00556,3
00557,3
00558,3
00559,3
00560,3
00561,3
00562,3
00563,3
00564,3
00565,3
00566,3
00567,3
00568,3
00569,3
00570,3
00571,3
00572,3
00573,3
00574,3
00575,3
00576,3
00577,3
00578,3
00579,3
00580,3
00581,3
00582,3
00583,3
00584,3
00585,3
00586,3
00587,3
00588,3
00589,3
00590,3
00591,3
00592,3
00593,3
00594,3
00595,3
00596,3
00597,3
00598,3
00599,3
00600,3
00601,3
00602,3
00603,3
00604,3
00605,3
00606,3
00607,3
00608,3
00609,3
00610,3
00611,3
00612,3
00613,3
00614,3
00615,3
00616,4
00617,4
00618,4
00619,4
00620,4
00621,4
00622,4
00623,4
00624,4
00625,4
00626,4
00627,4
00628,4
00629,4
00630,4
00631,4
00632,4
00633,4
00634,4
00635,4
00636,4
00637,4
00638,4
00639,4
00640,4
00641,4
00642,4
00643,4
00644,4
00645,4
00646,4
00647,4
00648,4
00649,4
00650,4
00651,4
00652,4
00653,4
00654,4
00655,4
00656,4
00657,4
00658,4
00659,4
00660,4
00661,4
00662,4
00663,4
00664,4
00665,4
00666,4
00667,4
00668,4
00669,4
00670,4
00671,4
00672,4
00673,4
00674,4
00675,4
00676,4
00677,4
00678,4
00679,4
00680,4
00681,4
00682,4
00683,4
00684,4
00685,4
00686,4
00687,4
00688,4
00689,4
00690,4
00691,4
00692,4
00693,4
00694,4
00695,4
00696,4
00697,4
00698,4
00699,4
00700,4
00701,4
00702,4
00703,4
00704,4
00705,4
00706,4
00707,4
00708,4
00709,4
00710,4
00711,4
00712,4
00713,4
00714,4
00715,4
00716,4
00717,4
00718,4
00719,4
00720,4
00721,4
00722,4
00723,4
00724,4
00725,4
00726,4
00727,4
00728,4
00729,4
00730,4
00731,4
00732,4
00733,4
00734,4
00735,4
00736,4
00737,4
00738,4
00739,4
00740,4
00741,4
00742,4
00743,4
00744,4
00745,4
00746,4
00747,4
00748,4
00749,4
00750,4
00751,4
00752,4
00753,4
00754,4
00755,4
00756,4
00757,4
00758,4
00759,4
00760,4
00761,4
00762,4
00763,4
00764,4
00765,4
00766,4
00767,4
00768,4
00769,4
00770,4
00771,4
00772,4
00773,4
00774,5
00775,5
00776,5
00777,5
00778,5
00779,5
00780,5
00781,5
00782,5
00783,5
00784,5
00785,5
00786,5
00787,5
00788,5
00789,5
00790,5
00791,5
00792,5
00793,5
00794,5
00795,5
00796,5
00797,5
00798,5
00799,5
00800,5
00801,5
00802,5
00803,5
00804,5
00805,5
00806,5
00807,5
00808,5
00809,5
00810,5
00811,5
00812,5
00813,5
00814,5
00815,5
00816,5
00817,5
00818,5
00819,5
00820,5
00821,5
00822,5
00823,5
00824,5
00825,5
00826,5
00827,5
00828,5
00829,5
00830,5
00831,5
00832,5
00833,5
00834,5
00835,5
00836,5
00837,5
00838,5
00839,5
00840,5
00841,5
00842,5
00843,5
00844,5
00845,5
00846,5
00847,5
00848,5
00849,5
00850,5
00851,5
00852,5
00853,5
00854,5
00855,5
00856,5
00857,5
00858,5
00859,5
00860,5
00861,5
00862,5
00863,5
00864,5
00865,5
00866,5
00867,5
00868,5
00869,5
00870,5
00871,5
00872,5
00873,5
00874,5
00875,5
00876,5
00877,5
00878,5
00879,5
00880,5
00881,5
00882,5
00883,5
00884,5
00885,5
00886,5
00887,5
00888,5
00889,5
00890,5
00891,5
00892,5
00893,5
00894,5
00895,5
00896,5
00897,5
00898,5
00899,5
00900,5
00901,5
00902,5
00903,5
00904,5
00905,5
00906,5
00907,5
00908,6
00909,6
00910,6
00911,6
00912,6
00913,6
00914,6
00915,6
00916,6
00917,6
00918,6
00919,6
00920,6
00921,6
00922,6
00923,6
00924,6
00925,6
00926,6
00927,6
00928,6
00929,6
00930,6
00931,6
00932,6
00933,6
00934,6
00935,6
00936,6
00937,6
00938,6
00939,6
00940,6
00941,6
00942,6
00943,6
00944,6
00945,6
00946,6
00947,6
00948,6
00949,6
00950,6
00951,6
00952,6
00953,6
00954,6
00955,6
00956,6
00957,6
00958,6
00959,6
00960,6
00961,6
00962,6
00963,6
00964,6
00965,6
00966,6
00967,6
00968,6
00969,6
00970,6
00971,6
00972,6
00973,6
00974,6
00975,6
00976,6
00977,6
00978,6
00979,6
00980,6
00981,6
00982,6
00983,6
00984,6
00985,6
00986,6
00987,6
00988,6
00989,6
00990,6
00991,6
00992,6
00993,6
00994,6
00995,6
00996,6
00997,6
00998,6
00999,6
01000,6
01001,6
01002,6
01003,6
01004,6
01005,6
01006,6
01007,6
01008,6
01009,6
01010,6
01011,6
01012,6
01013,6
01014,6
01015,6
01016,6
01017,6
01018,6
01019,6
01020,6
01021,6
01022,6
01023,6
01024,6
01025,6
01026,6
01027,6
01028,6
01029,6
01030,6
01031,6
01032,6
01033,6
01034,6
01035,6
01036,6
01037,6
01038,6
01039,7
01040,7
01041,7
01042,7
01043,7
01044,7
01045,7
01046,7
01047,7
01048,7
01049,7
01050,7
01051,7
01052,7
01053,7
01054,7
01055,7
01056,7
01057,7
01058,7
01059,7
01060,7
01061,7
01062,7
01063,7
01064,7
01065,7
01066,7
01067,7
01068,7
01069,7
01070,7
01071,7
01072,7
01073,7
01074,7
01075,7
01076,7
01077,7
01078,7
01079,7
01080,7
01081,7
01082,7
01083,7
01084,7
01085,7
01086,7
01087,7
01088,7
01089,7
01090,7
01091,7
01092,7
01093,7
01094,7
01095,7
01096,7
01097,7
01098,7
01099,7
01100,7
01101,7
01102,7
01103,7
01104,7
01105,7
01106,7
01107,7
01108,7
01109,7
01110,7
01111,7
01112,7
01113,7
01114,7
01115,7
01116,7
01117,7
01118,7
01119,7
01120,7
01121,7
01122,7
01123,7
01124,7
01125,7
01126,7
01127,7
01128,7
01129,7
01130,7
01131,7
01132,7
01133,7
01134,7
01135,7
01136,7
01137,7
01138,7
01139,7
01140,7
01141,7
01142,7
01143,7
01144,7
01145,7
01146,7
01147,7
01148,7
01149,7
01150,7
01151,7
01152,7
01153,7
01154,7
01155,7
01156,7
01157,7
01158,7
01159,7
01160,7
01161,7
01162,7
01163,7
01164,7
01165,7
01166,7
01167,7
01168,7
01169,7
01170,7
01171,7
01172,7
01173,7
01174,7
01175,7
01176,7
01177,7
01178,7
01179,7
01180,7
01181,7
01182,7
01183,7
01184,7
01185,7
01186,7
01187,7
01188,7
01189,7
01190,7
01191,7
01192,7
01193,7
01194,7
01195,7
01196,7
01197,7
01198,7
01199,7
01200,7
01201,7
01202,7
01203,7
01204,7
01205,7
01206,7
01207,7
01208,7
01209,7
01210,7
01211,7
01212,7
01213,7
01214,7
01215,7
01216,7
01217,7
01218,8
01219,8
01220,8
01221,8
01222,8
01223,8
01224,8
01225,8
01226,8
01227,8
01228,8
01229,8
01230,8
01231,8
01232,8
01233,8
01234,8
01235,8
01236,8
01237,8
01238,8
01239,8
01240,8
01241,8
01242,8
01243,8
01244,8
01245,8
01246,8
01247,8
01248,8
01249,8
01250,8
01251,8
01252,8
01253,8
01254,8
01255,8
01256,8
01257,8
01258,8
01259,8
01260,8
01261,8
01262,8
01263,8
01264,8
01265,8
01266,8
01267,8
01268,8
01269,8
01270,8
01271,8
01272,8
01273,8
01274,8
01275,8
01276,8
01277,8
01278,8
01279,8
01280,8
01281,8
01282,8
01283,8
01284,8
01285,8
01286,8
01287,8
01288,8
01289,8
01290,8
01291,8
01292,8
01293,8
01294,8
01295,8
01296,8
01297,8
01298,8
01299,8
01300,8
01301,8
01302,8
01303,8
01304,8
01305,8
01306,8
01307,8
01308,8
01309,8
01310,8
01311,8
01312,8
01313,8
01314,8
01315,8
01316,8
01317,8
01318,8
01319,8
01320,8
01321,8
01322,8
01323,8
01324,8
01325,8
01326,8
01327,8
01328,8
01329,8
01330,8
01331,8
01332,8
01333,8
01334,8
01335,8
01336,8
01337,8
01338,8
01339,8
01340,8
01341,8
01342,8
01343,8
01344,8
01345,8
01346,8
01347,8
01348,8
01349,8
01350,8
01351,8
01352,8
01353,8
01354,8
01355,8
01356,8
01357,9
01358,9
01359,9
01360,9
01361,9
01362,9
01363,9
01364,9
01365,9
01366,9
01367,9
01368,9
01369,9
01370,9
01371,9
01372,9
01373,9
01374,9
01375,9
01376,9
01377,9
01378,9
01379,9
01380,9
01381,9
01382,9
01383,9
01384,9
01385,9
01386,9
01387,9
01388,9
01389,9
01390,9
01391,9
01392,9
01393,9
01394,9
01395,9
01396,9
01397,9
01398,9
01399,9
01400,9
01401,9
01402,9
01403,9
01404,9
01405,9
01406,9
01407,9
01408,9
01409,9
01410,9
01411,9
01412,9
01413,9
01414,9
01415,9
01416,9
01417,9
01418,9
01419,9
01420,9
01421,9
01422,9
01423,9
01424,9
01425,9
01426,9
01427,9
01428,9
01429,9
01430,9
01431,9
01432,9
01433,9
01434,9
01435,9
01436,9
01437,9
01438,9
01439,9
01440,9
01441,9
01442,9
01443,9
01444,9
01445,9
01446,9
01447,9
01448,9
01449,9
01450,9
01451,9
01452,9
01453,9
01454,9
01455,9
01456,9
01457,9
01458,9
01459,9
01460,9
01461,9
01462,9
01463,9
01464,9
01465,9
01466,9
01467,9
01468,9
01469,9
01470,9
01471,9
01472,9
01473,9
01474,9
01475,9
01476,9
01477,9
01478,9
01479,9
01480,9
01481,9
01482,9
01483,9
01484,9
01485,9
01486,9
01487,9
01488,9
01489,9
01490,9
01491,9
01492,9
01493,9
01494,9
01495,9
01496,9
01497,9
01498,9
01499,9
01500,9
01501,9
01502,9
01503,9
01504,10
01505,10
01506,10
01507,10
01508,10
01509,10
01510,10
01511,10
01512,10
01513,10
01514,10
01515,10
01516,10
01517,10
01518,10
01519,10
01520,10
01521,10
01522,10
01523,10
01524,10
01525,10
01526,10
01527,10
01528,10
01529,10
01530,10
01531,10
01532,10
01533,10
01534,10
01535,10
01536,10
01537,10
01538,10
01539,10
01540,10
01541,10
01542,10
01543,10
01544,10
01545,10
01546,10
01547,10
01548,10
01549,10
01550,10
01551,10
01552,10
01553,10
01554,10
01555,10
01556,10
01557,10
01558,10
01559,10
01560,10
01561,10
01562,10
01563,10
01564,10
01565,10
01566,10
01567,10
01568,10
01569,10
01570,10
01571,10
01572,10
01573,10
01574,10
01575,10
01576,10
01577,10
01578,10
01579,10
01580,10
01581,10
01582,10
01583,10
01584,10
01585,10
01586,10
01587,10
01588,10
01589,10
01590,10
01591,10
01592,10
01593,10
01594,10
01595,10
01596,10
01597,10
01598,10
01599,10
01600,10
01601,10
01602,10
01603,10
01604,10
01605,10
01606,10
01607,10
01608,10
01609,10
01610,10
01611,10
01612,10
01613,10
01614,10
01615,10
01616,10
01617,10
01618,10
01619,10
01620,10
01621,10
01622,10
01623,10
01624,10
01625,10
01626,10
01627,10
01628,10
01629,10
01630,10
01631,10
01632,10
01633,10
01634,10
01635,10
01636,10
01637,10
01638,10
01639,10
01640,10
01641,10
01642,10
01643,10
01644,11
01645,11
01646,11
01647,11
01648,11
01649,11
01650,11
01651,11
01652,11
01653,11
01654,11
01655,11
01656,11
01657,11
01658,11
01659,11
01660,11
01661,11
01662,11
01663,11
01664,11
01665,11
01666,11
01667,11
01668,11
01669,11
01670,11
01671,11
01672,11
01673,11
01674,11
01675,11
01676,11
01677,11
01678,11
01679,11
01680,11
01681,11
01682,11
01683,11
01684,11
01685,11
01686,11
01687,11
01688,11
01689,11
01690,11
01691,11
01692,11
01693,11
01694,11
01695,11
01696,11
01697,11
01698,11
01699,11
01700,11
01701,11
01702,11
01703,11
01704,11
01705,11
01706,11
01707,11
01708,11
01709,11
01710,11
01711,11
01712,11
01713,11
01714,11
01715,11
01716,11
01717,11
01718,11
01719,11
01720,11
01721,11
01722,11
01723,11
01724,11
01725,11
01726,11
01727,11
01728,11
01729,11
01730,11
01731,11
01732,11
01733,11
01734,11
01735,11
01736,11
01737,11
01738,11
01739,11
01740,11
01741,11
01742,11
01743,11
01744,11
01745,11
01746,11
01747,11
01748,11
01749,11
01750,11
01751,11
01752,11
01753,11
01754,11
01755,11
01756,11
01757,11
01758,11
01759,11
01760,11
01761,11
01762,11
01763,11
01764,11
01765,11
01766,11
01767,11
01768,11
01769,11
01770,11
01771,11
01772,11
01773,11
01774,11
01775,11
01776,11
01777,11
01778,11
01779,11
01780,11
01781,11
01782,11
01783,11
01784,11
01785,11
01786,11
01787,11
01788,11
01789,11
01790,11
01791,11
01792,11
01793,11
01794,12
01795,12
01796,12
01797,12
01798,12
01799,12
01800,12
01801,12
01802,12
01803,12
01804,12
01805,12
01806,12
01807,12
01808,12
01809,12
01810,12
01811,12
01812,12
01813,12
01814,12
01815,12
01816,12
01817,12
01818,12
01819,12
01820,12
01821,12
01822,12
01823,12
01824,12
01825,12
01826,12
01827,12
01828,12
01829,12
01830,12
01831,12
01832,12
01833,12
01834,12
01835,12
01836,12
01837,12
01838,12
01839,12
01840,12
01841,12
01842,12
01843,12
01844,12
01845,12
01846,12
01847,12
01848,12
01849,12
01850,12
01851,12
01852,12
01853,12
01854,12
01855,12
01856,12
01857,12
01858,12
01859,12
01860,12
01861,12
01862,12
01863,12
01864,12
01865,12
01866,12
01867,12
01868,12
01869,12
01870,12
01871,12
01872,12
01873,12
01874,12
01875,12
01876,12
01877,12
01878,12
01879,12
01880,12
01881,12
01882,12
01883,12
01884,12
01885,12
01886,12
01887,12
01888,12
01889,12
01890,12
01891,12
01892,12
01893,12
01894,12
01895,12
01896,12
01897,12
01898,12
01899,12
01900,12
01901,13
01902,13
01903,13
01904,13
01905,13
01906,13
01907,13
01908,13
01909,13
01910,13
01911,13
01912,13
01913,13
01914,13
01915,13
01916,13
01917,13
01918,13
01919,13
01920,13
01921,13
01922,13
01923,13
01924,13
01925,13
01926,13
01927,13
01928,13
01929,13
01930,13
01931,13
01932,13
01933,13
01934,13
01935,13
01936,13
01937,13
01938,13
01939,13
01940,13
01941,13
01942,13
01943,13
01944,13
01945,13
01946,13
01947,13
01948,13
01949,13
01950,13
01951,13
01952,13
01953,13
01954,13
01955,13
01956,13
01957,13
01958,13
01959,13
01960,13
01961,13
01962,13
01963,13
01964,13
01965,13
01966,13
01967,13
01968,13
01969,13
01970,13
01971,13
01972,13
01973,13
01974,13
01975,13
01976,13
01977,13
01978,13
01979,13
01980,13
01981,13
01982,13
01983,13
01984,13
01985,13
01986,13
01987,13
01988,13
01989,13
01990,13
01991,13
01992,13
01993,13
01994,13
01995,13
01996,13
01997,13
01998,13
01999,13
02000,13
02001,13
02002,13
02003,13
02004,13
02005,13
02006,13
02007,13
02008,13
02009,13
02010,13
02011,13
02012,13
02013,13
02014,13
02015,13
02016,13
02017,13
02018,13
02019,13
02020,13
02021,13
02022,13
02023,13
02024,13
02025,13
02026,13
02027,13
02028,13
02029,13
02030,13
02031,13
02032,13
02033,13
02034,13
02035,13
02036,13
02037,13
02038,13
02039,13
02040,13
02041,13
02042,13
02043,13
02044,13
02045,13
02046,13
02047,13
02048,13
02049,13
02050,13
02051,13
02052,13
02053,13
02054,13
02055,13
02056,13
02057,13
02058,13
02059,13
02060,13
02061,13
02062,13
02063,14
02064,14
02065,14
02066,14
02067,14
02068,14
02069,14
02070,14
02071,14
02072,14
02073,14
02074,14
02075,14
02076,14
02077,14
02078,14
02079,14
02080,14
02081,14
02082,14
02083,14
02084,14
02085,14
02086,14
02087,14
02088,14
02089,14
02090,14
02091,14
02092,14
02093,14
02094,14
02095,14
02096,14
02097,14
02098,14
02099,14
02100,14
02101,14
02102,14
02103,14
02104,14
02105,14
02106,14
02107,14
02108,14
02109,14
02110,14
02111,14
02112,14
02113,14
02114,14
02115,14
02116,14
02117,14
02118,14
02119,14
02120,14
02121,14
02122,14
02123,14
02124,14
02125,14
02126,14
02127,14
02128,14
02129,14
02130,14
02131,14
02132,14
02133,14
02134,14
02135,14
02136,14
02137,14
02138,14
02139,14
02140,14
02141,14
02142,14
02143,14
02144,14
02145,14
02146,14
02147,14
02148,14
02149,14
02150,14
02151,14
02152,14
02153,14
02154,14
02155,14
02156,14
02157,14
02158,14
02159,14
02160,14
02161,14
02162,14
02163,14
02164,14
02165,14
02166,14
02167,14
02168,14
02169,14
02170,14
02171,14
02172,14
02173,14
02174,14
02175,14
02176,14
02177,14
02178,14
02179,14
02180,14
02181,14
02182,14
02183,14
02184,14
02185,14
02186,14
02187,14
02188,14
02189,14
02190,14
02191,14
02192,14
02193,14
02194,14
02195,14
02196,14
02197,14
02198,14
02199,14
02200,14
02201,15
02202,15
02203,15
02204,15
02205,15
02206,15
02207,15
02208,15
02209,15
02210,15
02211,15
02212,15
02213,15
02214,15
02215,15
02216,15
02217,15
02218,15
02219,15
02220,15
02221,15
02222,15
02223,15
02224,15
02225,15
02226,15
02227,15
02228,15
02229,15
02230,15
02231,15
02232,15
02233,15
02234,15
02235,15
02236,15
02237,15
02238,15
02239,15
02240,15
02241,15
02242,15
02243,15
02244,15
02245,15
02246,15
02247,15
02248,15
02249,15
02250,15
02251,15
02252,15
02253,15
02254,15
02255,15
02256,15
02257,15
02258,15
02259,15
02260,15
02261,15
02262,15
02263,15
02264,15
02265,15
02266,15
02267,15
02268,15
02269,15
02270,15
02271,15
02272,15
02273,15
02274,15
02275,15
02276,15
02277,15
02278,15
02279,15
02280,15
02281,15
02282,15
02283,15
02284,15
02285,15
02286,15
02287,15
02288,15
02289,15
02290,15
02291,15
02292,15
02293,15
02294,15
02295,15
02296,15
02297,15
02298,15
02299,15
02300,15
02301,15
02302,15
02303,15
02304,15
02305,15
02306,15
02307,16
02308,16
02309,16
02310,16
02311,16
02312,16
02313,16
02314,16
02315,16
02316,16
02317,16
02318,16
02319,16
02320,16
02321,16
02322,16
02323,16
02324,16
02325,16
02326,16
02327,16
02328,16
02329,16
02330,16
02331,16
02332,16
02333,16
02334,16
02335,16
02336,16
02337,16
02338,16
02339,16
02340,16
02341,16
02342,16
02343,16
02344,16
02345,16
02346,16
02347,16
02348,16
02349,16
02350,16
02351,16
02352,16
02353,16
02354,16
02355,16
02356,16
02357,16
02358,16
02359,16
02360,16
02361,16
02362,16
02363,16
02364,16
02365,16
02366,16
02367,16
02368,16
02369,16
02370,16
02371,16
02372,16
02373,16
02374,16
02375,16
02376,16
02377,16
02378,16
02379,16
02380,16
02381,16
02382,16
02383,16
02384,16
02385,16
02386,16
02387,16
02388,16
02389,16
02390,16
02391,16
02392,16
02393,16
02394,16
02395,16
02396,16
02397,16
02398,16
02399,16
02400,16
02401,16
02402,16
02403,16
02404,16
02405,16
02406,16
02407,16
02408,16
02409,16
02410,16
02411,16
02412,16
02413,16
02414,16
02415,16
02416,16
02417,16
02418,16
02419,16
02420,16
02421,17
02422,17
02423,17
02424,17
02425,17
02426,17
02427,17
02428,17
02429,17
02430,17
02431,17
02432,17
02433,17
02434,17
02435,17
02436,17
02437,17
02438,17
02439,17
02440,17
02441,17
02442,17
02443,17
02444,17
02445,17
02446,17
02447,17
02448,17
02449,17
02450,17
02451,17
02452,17
02453,17
02454,17
02455,17
02456,17
02457,17
02458,17
02459,17
02460,17
02461,17
02462,17
02463,17
02464,17
02465,17
02466,17
02467,17
02468,17
02469,17
02470,17
02471,17
02472,17
02473,17
02474,17
02475,17
02476,17
02477,17
02478,17
02479,17
02480,17
02481,17
02482,17
02483,17
02484,17
02485,17
02486,17
02487,17
02488,17
02489,17
02490,17
02491,17
02492,17
02493,17
02494,17
02495,17
02496,17
02497,17
02498,17
02499,17
02500,17
02501,17
02502,17
02503,17
02504,17
02505,17
02506,17
02507,17
02508,17
02509,17
02510,17
02511,17
02512,17
02513,17
02514,17
02515,17
02516,17
02517,17
02518,17
02519,17
02520,17
02521,17
02522,17
02523,17
02524,17
02525,17
02526,17
02527,17
02528,17
02529,17
02530,17
02531,17
02532,17
02533,17
02534,17
02535,17
02536,17
02537,17
02538,17
02539,17
02540,18
02541,18
02542,18
02543,18
02544,18
02545,18
02546,18
02547,18
02548,18
02549,18
02550,18
02551,18
02552,18
02553,18
02554,18
02555,18
02556,18
02557,18
02558,18
02559,18
02560,18
02561,18
02562,18
02563,18
02564,18
02565,18
02566,18
02567,18
02568,18
02569,18
02570,18
02571,18
02572,18
02573,18
02574,18
02575,18
02576,18
02577,18
02578,18
02579,18
02580,18
02581,18
02582,18
02583,18
02584,18
02585,18
02586,18
02587,18
02588,18
02589,18
02590,18
02591,18
02592,18
02593,18
02594,18
02595,18
02596,18
02597,18
02598,18
02599,18
02600,18
02601,18
02602,18
02603,18
02604,18
02605,18
02606,18
02607,18
02608,18
02609,18
02610,18
02611,18
02612,18
02613,18
02614,18
02615,18
02616,18
02617,18
02618,18
02619,18
02620,18
02621,18
02622,18
02623,18
02624,18
02625,18
02626,18
02627,18
02628,18
02629,18
02630,18
02631,18
02632,18
02633,18
02634,18
02635,18
02636,18
02637,18
02638,18
02639,18
02640,18
02641,18
02642,18
02643,18
02644,18
02645,18
02646,18
02647,18
02648,18
02649,18
02650,18
02651,18
02652,18
02653,18
02654,18
02655,18
02656,18
02657,18
02658,18
02659,18
02660,18
02661,18
02662,18
02663,18
02664,18
02665,18
02666,18
02667,18
02668,18
02669,18
02670,18
02671,18
02672,19
02673,19
02674,19
02675,19
02676,19
02677,19
02678,19
02679,19
02680,19
02681,19
02682,19
02683,19
02684,19
02685,19
02686,19
02687,19
02688,19
02689,19
02690,19
02691,19
02692,19
02693,19
02694,19
02695,19
02696,19
02697,19
02698,19
02699,19
02700,19
02701,19
02702,19
02703,19
02704,19
02705,19
02706,19
02707,19
02708,19
02709,19
02710,19
02711,19
02712,19
02713,19
02714,19
02715,19
02716,19
02717,19
02718,19
02719,19
02720,19
02721,19
02722,19
02723,19
02724,19
02725,19
02726,19
02727,19
02728,19
02729,19
02730,19
02731,19
02732,19
02733,19
02734,19
02735,19
02736,19
02737,19
02738,19
02739,19
02740,19
02741,19
02742,19
02743,19
02744,19
02745,19
02746,19
02747,19
02748,19
02749,19
02750,19
02751,19
02752,19
02753,19
02754,19
02755,19
02756,19
02757,19
02758,19
02759,19
02760,19
02761,19
02762,19
02763,19
02764,19
02765,19
02766,19
02767,19
02768,19
02769,19
02770,19
02771,19
02772,19
02773,19
02774,19
02775,19
02776,19
02777,19
02778,19
02779,19
02780,19
02781,19
02782,19
02783,19
02784,19
02785,19
02786,19
02787,19
02788,19
02789,19
02790,19
02791,19
02792,19
02793,19
02794,19
02795,19
02796,19
